,Song Name,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instramentalness,Liveness,Valence,Tempo,Type,ID,URI,Track Href,Analysis URL,Duration (ms),Time Signature
23,Street,0.659,0.297,7,-19.793,0,0.0811,0.295,0.0,0.213,0.494,147.98,audio_features,0MtMUDO6tzHq1ux9rwSJhl,spotify:track:0MtMUDO6tzHq1ux9rwSJhl,https://api.spotify.com/v1/tracks/0MtMUDO6tzHq1ux9rwSJhl,https://api.spotify.com/v1/audio-analysis/0MtMUDO6tzHq1ux9rwSJhl,184607,4
24,Avant toi,0.63,0.396,10,-9.162,1,0.0334,0.875,0.0,0.1,0.246,142.046,audio_features,4iNPp0BZ4lBu7bipdWLcWk,spotify:track:4iNPp0BZ4lBu7bipdWLcWk,https://api.spotify.com/v1/tracks/4iNPp0BZ4lBu7bipdWLcWk,https://api.spotify.com/v1/audio-analysis/4iNPp0BZ4lBu7bipdWLcWk,223800,4
25,Memories,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,audio_features,2b8fOow8UzyDFAE27YhOZM,spotify:track:2b8fOow8UzyDFAE27YhOZM,https://api.spotify.com/v1/tracks/2b8fOow8UzyDFAE27YhOZM,https://api.spotify.com/v1/audio-analysis/2b8fOow8UzyDFAE27YhOZM,189486,4
26,Yummy,0.662,0.519,9,-6.554,0,0.106,0.404,0.0,0.121,0.495,145.841,audio_features,41L3O37CECZt3N7ziG2z7l,spotify:track:41L3O37CECZt3N7ziG2z7l,https://api.spotify.com/v1/tracks/41L3O37CECZt3N7ziG2z7l,https://api.spotify.com/v1/audio-analysis/41L3O37CECZt3N7ziG2z7l,210427,4
27,Don't Start Now,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,audio_features,6WrI0LAC5M1Rw2MnX2ZvEg,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/tracks/6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/audio-analysis/6WrI0LAC5M1Rw2MnX2ZvEg,183290,4
28,Trampoline (with ZAYN),0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,audio_features,2ez6qvOTHKeI3ss80NGqnI,spotify:track:2ez6qvOTHKeI3ss80NGqnI,https://api.spotify.com/v1/tracks/2ez6qvOTHKeI3ss80NGqnI,https://api.spotify.com/v1/audio-analysis/2ez6qvOTHKeI3ss80NGqnI,184280,4
29,The Box,0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971,audio_features,0nbXyq5TXYPCO7pr3N8S4I,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,https://api.spotify.com/v1/tracks/0nbXyq5TXYPCO7pr3N8S4I,https://api.spotify.com/v1/audio-analysis/0nbXyq5TXYPCO7pr3N8S4I,196653,4
30,Mayday (feat. Ninho),0.614,0.596,9,-7.664,0,0.357,0.605,5.3e-06,0.0945,0.248,152.138,audio_features,1SVuEeerYIwjCRsF5MGzX3,spotify:track:1SVuEeerYIwjCRsF5MGzX3,https://api.spotify.com/v1/tracks/1SVuEeerYIwjCRsF5MGzX3,https://api.spotify.com/v1/audio-analysis/1SVuEeerYIwjCRsF5MGzX3,209787,4
31,Que Calor (feat. J Balvin & El Alfa),0.795,0.885,8,-4.13,1,0.0713,0.0375,0.00638,0.292,0.46,126.037,audio_features,1RKZvaLj3UPhGjZkaIrFm7,spotify:track:1RKZvaLj3UPhGjZkaIrFm7,https://api.spotify.com/v1/tracks/1RKZvaLj3UPhGjZkaIrFm7,https://api.spotify.com/v1/audio-analysis/1RKZvaLj3UPhGjZkaIrFm7,169998,4
32,Baianá,0.564,0.723,2,-6.983,0,0.0702,0.000741,0.672,0.543,0.466,121.97,audio_features,3iCO0ZekWPK6rmLnDjejLB,spotify:track:3iCO0ZekWPK6rmLnDjejLB,https://api.spotify.com/v1/tracks/3iCO0ZekWPK6rmLnDjejLB,https://api.spotify.com/v1/audio-analysis/3iCO0ZekWPK6rmLnDjejLB,180843,4
